canonical_path,duplicate_path,bytes,sha256,evidence,scope,canonical_mtime_ns,canonical_dev,canonical_ino,duplicate_mtime_ns,duplicate_dev,duplicate_ino
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0060_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0060_MS006.wav,545903184,cda6d05daf2555a9fc0fd5023b336df6ed226cf1bda1afa7c1f4bd27973f4d06,fresh_sha256_both_files,alimeeting_source,1639228164000000000,184,796759421,1639228164000000000,184,324799980
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0052_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0052_MS002.wav,543704912,1554ce9b9e6e5830b40cc45db5f8709aee4caeb4eb9cf95eb2b3f9f44f357018,fresh_sha256_both_files,alimeeting_source,1639228033000000000,184,796759414,1639228033000000000,184,324799972
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R2108_M2692_MS206.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R2108_M2692_MS206.wav,542598592,a7580621d04b52f1b54ca4a01b85f60c5567654e287122f9577a4771310da704,fresh_sha256_both_files,alimeeting_source,1639230121000000000,184,796825135,1639230121000000000,184,325655068
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0087_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0087_MS002.wav,536683600,bf555194ad74ac7f34dad7c7a81e993aa1688708f98cc42dd3f678a4f3d0bbf8,fresh_sha256_both_files,alimeeting_source,1639228512000000000,184,796759440,1639228512000000000,184,325063098
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4035_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4035_MS107.wav,535682032,5b0dd1c9f3341d228f6b63e03c449e09fc25ca6368ebb866f8b1597eee04513b,fresh_sha256_both_files,alimeeting_source,1639231048000000000,184,796825096,1639231048000000000,184,325589476
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0083_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0083_MS006.wav,535676240,4fd7067f52ed1bf3d17f6b67b0b618bfadfc22855b8b461d70ecb41720a0bd5d,fresh_sha256_both_files,alimeeting_source,1639228438000000000,184,796759436,1639228438000000000,184,325063090
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0005_M0035_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0005_M0035_MS002.wav,533302608,e39f5b40350086142dabbef53953c8bd1e9eb2f540bba225690a268a4a8eb15b,fresh_sha256_both_files,alimeeting_source,1639227938000000000,184,796759409,1639227938000000000,184,324799967
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1995_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1995_MS103.wav,533163008,7e5057bf08c3341afdbd8cb9b5e85f411274586ee6bff0dd888234c299785e0f,fresh_sha256_both_files,alimeeting_source,1639230725000000000,184,796759543,1639230725000000000,184,325589431
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0072_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0072_MS002.wav,533038672,ea70f2b72a1665d3def3a05f061ab3be546f7d64df450756f8ce3b6cbdba65d0,fresh_sha256_both_files,alimeeting_source,1639228275000000000,184,796759427,1639228275000000000,184,325063082
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0070_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0070_MS006.wav,531780944,cd76bab88e20b236f7f15a5333ee21ff8ec9a93e77ba4904d464847f65a2e292,fresh_sha256_both_files,alimeeting_source,1639228238000000000,184,796759425,1639228238000000000,184,325063079
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0089_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0089_MS002.wav,531741520,5cae71075f72c9016e0423578f6bf9c208f511999add8a4b5beb33481283ddc0,fresh_sha256_both_files,alimeeting_source,1639228551000000000,184,796759441,1639228551000000000,184,325063099
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0050_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0050_MS002.wav,530556496,424ae035b9ca8887972b1b4ed25e94d7b156f4580c252c8a40d1770063f20f3d,fresh_sha256_both_files,alimeeting_source,1639227994000000000,184,796759412,1639227994000000000,184,324799970
legacy_asr:AliMeeting/Eval_Ali/Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,alimeeting_far_raw:Eval_Ali_far/audio_dir/R8003_M8001_MS801.wav,529408080,33fc940588079005bf16491527e04a0e416e62bf57d5d471a4ff46bc0d6275e4,fresh_sha256_both_files,alimeeting_source,1639226908000000000,184,796759380,1639226908000000000,184,727174568
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4005_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4005_MS107.wav,528289680,1b701ae4a963222fb92e31c0941e4cf36e9c7d420a44270661eec480728818d6,fresh_sha256_both_files,alimeeting_source,1639230803000000000,184,796759547,1639230803000000000,184,325589436
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4063_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4063_MS107.wav,528078080,28d9915a49f025faefb36add745747a80596f9f6c7f7539c8be4f41e7d22a0e7,fresh_sha256_both_files,alimeeting_source,1639231250000000000,184,796825106,1639231250000000000,184,325589489
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0005_M0041_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0005_M0041_MS002.wav,528027728,5731dd205c558801494f92e76521ca38fcf9baca556949e32e3eab4683b56ca4,fresh_sha256_both_files,alimeeting_source,1639227975000000000,184,796759411,1639227975000000000,184,324799969
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0091_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0091_MS002.wav,526757200,6c072721597460c0e2b605019c41f8297ac7ee9682dcfae69560b76190d8fc4a,fresh_sha256_both_files,alimeeting_source,1639228588000000000,184,796759443,1639228588000000000,184,325063102
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0100_MS004.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0100_MS004.wav,526567760,01e26c1e17748d56b01e767d09db98ebbf65daefb1876d8c5b383df6ed2f600f,fresh_sha256_both_files,alimeeting_source,1639228712000000000,184,796759450,1639228712000000000,184,325063109
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4028_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4028_MS107.wav,525667024,da946e9b82f5ffb96912e7b716a276329f4e182a315bd0971b89c9d2bc42424f,fresh_sha256_both_files,alimeeting_source,1639230974000000000,184,796825092,1639230974000000000,184,325589447
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4033_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4033_MS107.wav,525642096,d9b128dc32e61432308397ddc5dbb6f7f4f79aca2dfdfc0625cb8d961f77fbfe,fresh_sha256_both_files,alimeeting_source,1639231028000000000,184,796825095,1639231028000000000,184,325589475
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0058_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0058_MS006.wav,525488208,d3cdc0008ac425ed7b13bea6d57049ba63523c8c2357a176fe3def116ac849e0,fresh_sha256_both_files,alimeeting_source,1639228144000000000,184,796759420,1639228144000000000,184,324799979
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0090_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0090_MS002.wav,525400400,d62eefa49673c2e78db33edd7df52da8977e99a1dc378c073cc346a4b7a3d101,fresh_sha256_both_files,alimeeting_source,1639228569000000000,184,796759442,1639228569000000000,184,325063101
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0053_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0053_MS002.wav,524777808,dc268329867207a9f9bf225e87547ac5ca316dcd064c86d43d5587b1125e5eb9,fresh_sha256_both_files,alimeeting_source,1639228052000000000,184,796759415,1639228052000000000,184,324799973
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0079_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0079_MS006.wav,524421200,9c2a4b21b6064e0c4e095136a97170100e59979ae8f1121041d7a1804045fa29,fresh_sha256_both_files,alimeeting_source,1639228402000000000,184,796759434,1639228402000000000,184,324799836
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0106_MS003.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0106_MS003.wav,523933520,9c53907314329df4c46ebd8409e73a51934130197efbf8cfecbfadc0e4a18a82,fresh_sha256_both_files,alimeeting_source,1639228786000000000,184,796759454,1639228786000000000,184,325063114
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0003_M0046_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0003_M0046_MS002.wav,523745616,827631c6319e443401b1fc925bbf2c4880b848d18812fdd144066ae10018f712,fresh_sha256_both_files,alimeeting_source,1639227776000000000,184,796759400,1639227776000000000,184,324799957
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1949_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1949_MS107.wav,523277488,bf84fabaa62fe402e2cf0078c13b266c0b0533b508d44a40055482ef97b7eb47,fresh_sha256_both_files,alimeeting_source,1639230381000000000,184,796759524,1639230381000000000,184,325589410
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0085_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0085_MS006.wav,523169360,d2dc3cc9b19c467e3717199c40123ee3d20ecb7384ee125b1d3b974a83424a4d,fresh_sha256_both_files,alimeeting_source,1639228476000000000,184,796759438,1639228476000000000,184,325063095
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4043_MS108.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4043_MS108.wav,523002864,037b22fe1b2c3025373f0d450d80d797b13d0643a43b023add30ae2d966669ad,fresh_sha256_both_files,alimeeting_source,1639231105000000000,184,796825099,1639231105000000000,184,325589479
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0056_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0056_MS002.wav,522226256,001746796a1cb584eb2266d3c83d35d298c1bdc0f6ebe9637b3ec007071a81ff,fresh_sha256_both_files,alimeeting_source,1639228108000000000,184,796759418,1639228108000000000,184,324799977
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4039_MS108.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4039_MS108.wav,521852256,d3ecac4c40b09c99b2a764fb8637e180ae3304098b46725e8bafaec5f4c92fe0,fresh_sha256_both_files,alimeeting_source,1639231068000000000,184,796825097,1639231068000000000,184,325589477
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0069_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0069_MS006.wav,521035088,a11892461f73562b42f038d77502100b6b631fe06ba9d1e01278cbbe008cd67b,fresh_sha256_both_files,alimeeting_source,1639228219000000000,184,796759424,1639228219000000000,184,325063078
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4021_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4021_MS103.wav,520960080,860cf8f40946dacfabb47311c514e5cd81edf0d458c7a1d5a1de0e17d7d14bd5,fresh_sha256_both_files,alimeeting_source,1639230936000000000,184,796825090,1639230936000000000,184,325589443
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0057_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0057_MS006.wav,520540240,5c19ad3b5ea7d463313d3faeaa0b53fe76276ad2a0b75f8d1698c11bfd67b9a5,fresh_sha256_both_files,alimeeting_source,1639228126000000000,184,796759419,1639228126000000000,184,324799978
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0055_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0055_MS002.wav,520529488,8bbae94e02e0372acc5370140aeb48a1cc47a02512920e741a1808247e256fb0,fresh_sha256_both_files,alimeeting_source,1639228089000000000,184,796759417,1639228089000000000,184,324799975
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0084_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0084_MS006.wav,518723920,fc248ec071359057e8fcc8c6907f17c72cb5f4efc3f03b4929cfdbb8aa311e47,fresh_sha256_both_files,alimeeting_source,1639228457000000000,184,796759437,1639228457000000000,184,325063093
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0063_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0063_MS006.wav,518679632,fda5fac6847d71090239f89129bc5af628ef11ee1383cada889e1b8b5b644c43,fresh_sha256_both_files,alimeeting_source,1639228183000000000,184,796759422,1639228183000000000,184,324799982
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0004_M0025_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0004_M0025_MS006.wav,518668944,9e842cfd81f960ab0674dc011058ab0c71384dedefcea0a560aef95a7991bc53,fresh_sha256_both_files,alimeeting_source,1639227883000000000,184,796759406,1639227883000000000,184,324799964
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0078_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0078_MS006.wav,514826320,187bffa321922deb95bcdaf0b27fdd4832d577abb167301e67ffbe8de49a51cc,fresh_sha256_both_files,alimeeting_source,1639228384000000000,184,796759433,1639228384000000000,184,325063088
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0004_M0027_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0004_M0027_MS006.wav,514708688,0c35eec8cdad23e6538de793d3d60f801a3387dd0ddffbcd7dd6e228d2e92d43,fresh_sha256_both_files,alimeeting_source,1639227901000000000,184,796759407,1639227901000000000,184,324799965
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0077_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0077_MS006.wav,514438480,7067af74cc8a102ea1eb64276a26d338053806c31e735efc3128966f3816dcdb,fresh_sha256_both_files,alimeeting_source,1639228365000000000,184,796759432,1639228365000000000,184,325063087
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4020_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4020_MS103.wav,514217712,45d7b4bb6b413392b657df3c383c77e40e0d2c424345e0718413d3932e41c088,fresh_sha256_both_files,alimeeting_source,1639230918000000000,184,796825089,1639230918000000000,184,325589442
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0005_M0040_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0005_M0040_MS002.wav,513778768,801c4768cfd5cf7a49307c43db6922ab98bc236b2710fa88c98b82c03c870bb2,fresh_sha256_both_files,alimeeting_source,1639227957000000000,184,796759410,1639227957000000000,184,324799968
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4052_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4052_MS103.wav,513701712,9c9579e11aebd3f9dcc41f446b37bd1c70fb44a4f8b25e23e14d69ef9d292c3b,fresh_sha256_both_files,alimeeting_source,1639231160000000000,184,796825101,1639231160000000000,184,325589482
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0101_MS004.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0101_MS004.wav,513600080,41c9b1c28d6d4f1a783bc86e5fc9c293dda8a73c4c75eef272f2ede5d3a8e4cc,fresh_sha256_both_files,alimeeting_source,1639228731000000000,184,796759451,1639228731000000000,184,325063110
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1954_MS108.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1954_MS108.wav,512512080,829164bd22603f584e24c0e2385c39718b7a1c0479b3285028f1870b45098efb,fresh_sha256_both_files,alimeeting_source,1639230434000000000,184,796759527,1639230434000000000,184,325589413
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1979_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1979_MS107.wav,512000080,06ba87f1c4439f7b70908489e013b1a23a74298e7ab4dd38e3d1a1b94a4f9566,fresh_sha256_both_files,alimeeting_source,1639230629000000000,184,796759538,1639230629000000000,184,325589424
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0094_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0094_MS002.wav,511258960,a468125844f4c8cfe9986f0bf282bea7e7e7356314c13c019dcd41aff8ded2b3,fresh_sha256_both_files,alimeeting_source,1639228640000000000,184,796759446,1639228640000000000,184,325063105
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4007_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4007_MS107.wav,511039648,f92851b0780059b10a18a2e091bcc3dafb01d4247259920c3b4fe4a7fcc775e0,fresh_sha256_both_files,alimeeting_source,1639230821000000000,184,796759548,1639230821000000000,184,325589437
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0086_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0086_MS006.wav,509882960,024db246cd90dfd4d6b2678f63f9b0e00d2c9df0ff46f2069e34fd77e5a8ae1f,fresh_sha256_both_files,alimeeting_source,1639228494000000000,184,796759439,1639228494000000000,184,325063096
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4056_MS108.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4056_MS108.wav,509324160,02d202eff7bf94ce2b0386060c0458d4db0f8117635cbf15da517d199453eecb,fresh_sha256_both_files,alimeeting_source,1639231195000000000,184,796825103,1639231195000000000,184,325589486
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0098_MS004.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0098_MS004.wav,509076560,a30a00aa5b6216062c914b40df4e32b6984f58df940e393e06118879b21176ea,fresh_sha256_both_files,alimeeting_source,1639228676000000000,184,796759448,1639228676000000000,184,325063107
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0093_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0093_MS002.wav,508851280,ec5e86613ef30b114115662ef55b93add5661fdd806fb9b5b871d78626377da5,fresh_sha256_both_files,alimeeting_source,1639228623000000000,184,796759445,1639228623000000000,184,325063104
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0064_MS006.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0064_MS006.wav,508820304,0e12efe3a59e943f03ec6bb099909366c0e308dceca7b76d1be2d0fa71cbab35,fresh_sha256_both_files,alimeeting_source,1639228200000000000,184,796759423,1639228200000000000,184,325063077
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1977_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1977_MS107.wav,507479200,25fe206e323a5316237510a5452a5d28d3e89592d07baf245aa9ce2faae5d8b0,fresh_sha256_both_files,alimeeting_source,1639230610000000000,184,796759537,1639230610000000000,184,325589423
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0008_M0054_MS002.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0008_M0054_MS002.wav,507453776,2f06c07140f790fe9602af0256489068d3f033053bf476432c23dce9431b9d99,fresh_sha256_both_files,alimeeting_source,1639228070000000000,184,796759416,1639228070000000000,184,324799974
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0014_M0105_MS003.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0014_M0105_MS003.wav,507251280,0d27cf8c7a2c751bc0c0b0d8e1da9c9e8d59004a4d64b9e6bf964f12444108ac,fresh_sha256_both_files,alimeeting_source,1639228767000000000,184,796759453,1639228767000000000,184,325063112
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R0020_M0190_MS005.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R0020_M0190_MS005.wav,506963536,d9f189a285fd494e95b0229cefc9fc81197c74b8c21cc2d377af799c09d4b992,fresh_sha256_both_files,alimeeting_source,1639229796000000000,184,796759515,1639229796000000000,184,325589398
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M4057_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M4057_MS103.wav,506193472,4d6a2872cd555cf9cc7b7d3e696e689c8e908179bf6e825cce3422a15b1b714e,fresh_sha256_both_files,alimeeting_source,1639231212000000000,184,796825104,1639231212000000000,184,325589487
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1981_MS107.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1981_MS107.wav,505999728,af9f7b9f0b94b63179a164a4e87619686df6fc872d84fb8c334a89558a482e34,fresh_sha256_both_files,alimeeting_source,1639230647000000000,184,796759539,1639230647000000000,184,325589425
legacy_asr:AliMeeting/Train_Ali_far/audio_dir/R1019_M1997_MS103.wav,alimeeting_far_raw:Train_Ali_far/audio_dir/R1019_M1997_MS103.wav,505875824,3df19dcd5216a9bf4e5f8e702872a688eefbae8d0525f87ec83a870637ad8244,fresh_sha256_both_files,alimeeting_source,1639230744000000000,184,796759544,1639230744000000000,184,325589432
